accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ
0.003326416015625,-1.52587890625e-05,-1.0025482177734375,-0.01389637403190136,0.023069100454449654,-0.02407657355070114
0.0045166015625,0.0004425048828125,-1.00311279296875,-0.013366937637329102,0.021142836660146713,-0.023318905383348465
0.001220703125,-0.0005035400390625,-1.001708984375,-0.010933607816696167,0.022010760381817818,-0.02213832549750805
0.0042724609375,-0.001312255859375,-1.0050506591796875,-0.01386841107159853,0.021952437236905098,-0.024987375363707542
0.0042877197265625,-0.00250244140625,-1.0031585693359375,-0.015145663172006607,0.024990838021039963,-0.02364780567586422
0.0029144287109375,-0.0006256103515625,-1.0039520263671875,-0.01227237842977047,0.021891983225941658,-0.021631525829434395
0.00213623046875,0.0020599365234375,-1.000762939453125,-0.012442288920283318,0.024083765223622322,-0.022964438423514366
0.0042266845703125,-0.000640869140625,-1.0022430419921875,-0.013530989177525043,0.022061092779040337,-0.022406505420804024
0.00384521484375,-0.0009918212890625,-1.0011444091796875,-0.01369264256209135,0.023033946752548218,-0.02261609584093094
0.0030059814453125,-0.0028839111328125,-1.002593994140625,-0.014361095614731312,0.02232847549021244,-0.022371085360646248
0.003692626953125,0.0025787353515625,-1.0052947998046875,-0.013588779605925083,0.023972710594534874,-0.022547652944922447
0.0010986328125,-0.000885009765625,-1.004608154296875,-0.013469736091792583,0.023421436548233032,-0.02118784375488758
0.003814697265625,-0.0028228759765625,-1.005401611328125,-0.012103534303605556,0.02207307703793049,-0.022609172388911247
0.002655029296875,0.0007171630859375,-1.0045013427734375,-0.012972523458302021,0.02472345530986786,-0.021998776122927666
0.0032958984375,-0.00115966796875,-1.0023956298828125,-0.014058827422559261,0.02363795042037964,-0.021343637257814407
0.003662109375,-0.000152587890625,-1.003265380859375,-0.013368535786867142,0.023244336247444153,-0.02124962769448757
0.0034637451171875,-0.00018310546875,-0.9971923828125,-0.013630591332912445,0.022373482584953308,-0.022697322070598602
0.0041961669921875,-0.000213623046875,-1.003021240234375,-0.013059343211352825,0.02370479702949524,-0.02377723529934883
0.00616455078125,0.000457763671875,-1.0055999755859375,-0.013377857394516468,0.023990022018551826,-0.02178359217941761
